1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
526	0.037949	340.200000	0.811514	0.006839	74.6
527	0.041703	339.400000	0.813315	0.008599	75.1
528	0.037236	338.600000	0.815125	0.010694	75.4
529	0.039688	339.600000	0.812864	0.016275	78.9
530	0.038094	340.600000	0.810616	0.011875	74.8
531	0.042707	341.600000	0.808381	0.007794	72.9
532	0.038557	340.800000	0.810168	0.026269	73.0
533	0.036688	341.800000	0.807935	0.012316	75.3
534	0.040299	342.800000	0.805714	0.008136	76.7
535	0.040339	342.000000	0.807490	0.008641	71.9
536	0.037491	341.200000	0.809273	0.010213	73.8
537	0.038169	342.200000	0.807045	0.026800	76.0
538	0.038186	343.200000	0.804829	0.011283	71.9
539	0.040920	344.200000	0.802625	0.007969	75.8
540	0.038198	343.400000	0.804388	0.008494	74.2
541	0.036568	342.600000	0.806157	0.010057	73.2
542	0.038892	343.600000	0.803946	0.012572	74.2
543	0.041071	344.600000	0.801747	0.013372	71.7
544	0.036754	345.600000	0.799560	0.009778	79.7
545	0.039051	346.600000	0.797385	0.010922	74.9
546	0.039509	347.600000	0.795222	0.023580	75.9
547	0.038560	348.600000	0.793070	0.011746	77.2
548	0.039041	349.600000	0.790930	0.007673	110.8
549	0.038480	348.800000	0.792641	0.009611	70.6
550	0.037358	348.000000	0.794360	0.011543	83.2
551	0.035066	349.000000	0.792213	0.026029	73.1
552	0.040159	350.000000	0.790078	0.012504	72.3
553	0.039300	351.000000	0.787954	0.007243	76.6
554	0.041175	350.200000	0.789652	0.007254	72.9
555	0.038438	349.400000	0.791357	0.009957	77.9
556	0.041506	348.600000	0.793070	0.020140	72.3
557	0.039476	349.600000	0.790930	0.011587	74.4
558	0.038726	350.600000	0.788802	0.006764	73.4
559	0.037148	349.800000	0.790504	0.008689	76.6
560	0.039248	349.000000	0.792213	0.011099	70.6
561	0.039708	350.000000	0.790078	0.026069	74.3
562	0.039626	351.000000	0.787954	0.012158	74.2
563	0.039066	352.000000	0.785841	0.006904	73.5
564	0.037595	351.200000	0.787530	0.007346	72.7
565	0.037720	350.400000	0.789227	0.008582	74.2
566	0.039544	349.600000	0.790930	0.013638	73.4
567	0.040556	350.600000	0.788802	0.012055	88.9
568	0.038252	351.600000	0.786685	0.012665	72.1
569	0.036336	352.600000	0.784579	0.011635	75.2
570	0.037665	353.600000	0.782485	0.007323	75.3
571	0.038608	352.800001	0.784159	0.017095	76.5
572	0.036353	353.800001	0.782067	0.013347	73.8
573	0.037168	354.800001	0.779986	0.009102	74.7
574	0.038208	355.800001	0.777916	0.013725	74.1
575	0.037583	356.800001	0.775857	0.013624	78.0
576	0.037416	357.800001	0.773809	0.006727	72.7
577	0.038765	358.800001	0.771772	0.010200	75.9
578	0.037618	358.000001	0.773401	0.012615	71.6
579	0.037824	359.000001	0.771365	0.009712	73.4
580	0.035043	360.000001	0.769341	0.009976	73.6
581	0.039474	361.000001	0.767327	0.013181	73.7
582	0.040375	362.000001	0.765323	0.011533	74.6
583	0.036006	363.000001	0.763330	0.013412	73.8
584	0.037301	364.000001	0.761348	0.011160	72.9
585	0.037482	365.000001	0.759375	0.006203	76.3
586	0.037146	366.000001	0.757413	0.010179	73.2
587	0.041679	367.000001	0.755461	0.023156	75.5
588	0.037151	368.000001	0.753519	0.011194	75.3
589	0.037147	369.000001	0.751587	0.005946	75.0
590	0.037896	368.200001	0.753132	0.007861	77.1
591	0.037942	367.400001	0.754683	0.010270	76.0
592	0.036418	366.600001	0.756240	0.022545	75.6
593	0.036760	367.600001	0.754294	0.011602	70.6
594	0.038180	368.600001	0.752358	0.007191	73.7
595	0.037699	367.800001	0.753906	0.009292	71.7
596	0.035716	367.000001	0.755461	0.010806	75.5
597	0.037685	368.000001	0.753519	0.021928	78.1
598	0.037586	369.000001	0.751587	0.011012	71.7
599	0.036182	370.000001	0.749664	0.006666	75.4
600	0.037142	369.200001	0.751201	0.006849	71.4
601	0.039347	368.400001	0.752745	0.011603	74.9
602	0.035718	367.600001	0.754294	0.024737	76.3
603	0.037382	368.600001	0.752358	0.011259	73.3
604	0.036596	369.600001	0.750432	0.006650	77.4
605	0.037207	368.800001	0.751972	0.006927	72.7
606	0.038005	368.000001	0.753519	0.010913	76.4
607	0.034928	367.200001	0.755072	0.017433	79.4
608	0.038100	368.200001	0.753132	0.008748	75.1
609	0.037051	369.200001	0.751201	0.009097	77.5
610	0.037481	370.200001	0.749281	0.012958	78.1
611	0.035708	371.200001	0.747371	0.013541	77.5
612	0.035600	372.200001	0.745470	0.008596	77.3
613	0.035565	373.200001	0.743579	0.010066	75.2
614	0.037818	374.200001	0.741697	0.018978	76.4
615	0.036006	375.200001	0.739825	0.011233	74.0
616	0.036915	376.200001	0.737963	0.006972	70.6
617	0.036616	375.400001	0.739452	0.009479	77.0
618	0.037960	374.600001	0.740947	0.014753	77.1
619	0.035993	375.600001	0.739079	0.012045	74.8
620	0.037190	376.600001	0.737220	0.012351	72.5
621	0.037906	377.600001	0.735371	0.022431	76.2
622	0.036207	378.600001	0.733531	0.012013	73.5
623	0.037806	379.600001	0.731699	0.006787	73.5
624	0.036598	378.800001	0.733164	0.007987	70.4
625	0.036303	378.000001	0.734634	0.009884	74.0
626	0.039199	377.200001	0.736110	0.026204	78.3
627	0.037385	378.200001	0.734266	0.011476	75.7
628	0.036259	379.200001	0.732431	0.007516	75.3
629	0.036144	378.400001	0.733898	0.008790	74.8
630	0.036181	377.600001	0.735371	0.010305	75.0
631	0.038594	378.600001	0.733531	0.012650	74.8
632	0.036400	379.600001	0.731699	0.013739	74.1
633	0.034360	380.600001	0.729878	0.009453	74.3
634	0.035649	381.600001	0.728065	0.010221	73.3
635	0.037477	382.600001	0.726261	0.022779	75.9
636	0.038088	383.600001	0.724466	0.011908	74.7
637	0.031918	384.600001	0.722680	0.006080	76.3
638	0.036822	383.800001	0.724108	0.006966	75.4
639	0.034969	383.000001	0.725542	0.010170	73.7
640	0.037542	382.200001	0.726981	0.026686	77.2
641	0.039095	383.200001	0.725183	0.012200	74.2
642	0.037182	384.200001	0.723393	0.006116	78.1
643	0.038480	383.400001	0.724824	0.006615	76.7
644	0.039417	382.600001	0.726261	0.007423	76.6
645	0.037013	381.800001	0.727703	0.012273	71.6
646	0.036050	382.800001	0.725901	0.011608	74.2
647	0.038386	383.800001	0.724108	0.009190	75.0
648	0.036760	384.800001	0.722323	0.017739	71.7
649	0.035961	385.800001	0.720548	0.010693	74.1
650	0.035143	386.800001	0.718781	0.008982	78.5
651	0.037833	387.800001	0.717023	0.012992	75.6
652	0.037990	388.800001	0.715273	0.015115	74.9
653	0.039833	389.800001	0.713532	0.009531	73.2
654	0.036611	390.800001	0.711799	0.010021	72.2
655	0.037612	391.800001	0.710075	0.020412	76.2
656	0.037243	392.800001	0.708359	0.012139	77.9
657	0.034580	393.800001	0.706651	0.007161	74.1
658	0.040448	393.000001	0.708016	0.008498	74.8
659	0.037749	392.200001	0.709387	0.012310	75.7
660	0.035398	393.200001	0.707675	0.012656	74.5
661	0.034264	394.200001	0.705970	0.013770	79.0
662	0.035615	395.200001	0.704274	0.011454	73.1
663	0.037010	396.200001	0.702586	0.007657	75.4
664	0.037449	395.400001	0.703936	0.025971	76.0
665	0.036443	396.400001	0.702249	0.011762	72.0
666	0.035790	397.400001	0.700571	0.008927	76.8
667	0.039229	396.600001	0.701913	0.009747	77.0
668	0.038407	395.800001	0.703260	0.011084	72.7
669	0.037278	396.800001	0.701577	0.012464	76.2
670	0.038178	397.800001	0.699902	0.012118	77.2
671	0.038561	398.800001	0.698234	0.012201	73.3
672	0.034355	399.800001	0.696575	0.011980	76.3
673	0.033440	400.800001	0.694924	0.012811	70.8
674	0.037448	401.800001	0.693280	0.013357	73.7
675	0.037215	402.800001	0.691644	0.010390	71.6
676	0.036304	403.800001	0.690016	0.011351	74.4
677	0.037736	404.800001	0.688396	0.012242	76.1
678	0.037074	405.800001	0.686783	0.011402	76.5
679	0.035540	406.800001	0.685177	0.012790	72.0
680	0.036916	407.800001	0.683579	0.011536	73.8
681	0.032083	408.800001	0.681989	0.009558	75.1
682	0.035947	409.800001	0.680406	0.014305	79.4
683	0.035494	410.800001	0.678830	0.011273	77.3
684	0.037977	411.800001	0.677262	0.011518	74.9
685	0.037278	412.800001	0.675700	0.024028	75.2
686	0.037041	413.800001	0.674146	0.010621	73.0
687	0.033167	414.800001	0.672599	0.007078	76.0
688	0.036823	414.000001	0.673836	0.007469	70.8
689	0.033411	413.200001	0.675078	0.009837	77.7
690	0.034535	412.400001	0.676324	0.011897	75.9
691	0.036606	413.400001	0.674767	0.015384	76.4
692	0.035998	414.400001	0.673217	0.011332	72.5
693	0.036784	415.400001	0.671675	0.011213	76.6
694	0.028441	416.400001	0.670139	0.010517	76.2
695	0.029214	417.400001	0.668610	0.008841	79.9
696	0.027897	418.400001	0.667089	0.010766	77.5
697	0.029754	419.400001	0.665574	0.011973	74.4
698	0.030322	420.400001	0.664066	0.010008	73.5
699	0.027452	421.400001	0.662565	0.009048	75.9
700	0.030343	422.400001	0.661071	0.010839	72.3
701	0.028512	423.400001	0.659583	0.011463	71.7
702	0.032049	424.400001	0.658102	0.010069	75.0
703	0.030714	425.400001	0.656628	0.008275	76.5
704	0.027580	426.400001	0.655161	0.014960	74.9
705	0.028124	427.400001	0.653699	0.010471	71.0
706	0.030176	428.400001	0.652245	0.008740	76.3
707	0.030457	427.600001	0.653408	0.022267	76.0
708	0.028760	428.600001	0.651955	0.010740	72.1
709	0.030151	429.600001	0.650508	0.006059	76.5
710	0.031638	428.800001	0.651665	0.006108	72.3
711	0.028685	428.000001	0.652826	0.008660	75.7
712	0.031763	427.200001	0.653991	0.012145	74.9
713	0.029756	428.200001	0.652535	0.009984	76.0
714	0.029732	429.200001	0.651086	0.009802	72.9
715	0.026018	430.200001	0.649643	0.014264	74.3
716	0.028274	431.200001	0.648206	0.011471	72.1
717	0.029459	432.200001	0.646776	0.009264	70.9
718	0.028706	433.200001	0.645352	0.010861	72.6
719	0.025923	434.200001	0.643934	0.010035	72.2
720	0.028998	435.200001	0.642523	0.009323	70.6
721	0.028077	436.200001	0.641117	0.009988	71.8
722	0.027399	437.200001	0.639718	0.012089	79.6
723	0.029378	438.200001	0.638325	0.010677	75.8
724	0.029100	439.200001	0.636938	0.006300	72.7
725	0.027355	438.400001	0.638047	0.014691	75.5
726	0.029659	439.400001	0.636661	0.006247	75.6
727	0.027409	440.400001	0.635281	0.006340	75.1
728	0.027470	439.600001	0.636385	0.008841	75.7
729	0.029353	438.800001	0.637492	0.025374	76.2
730	0.030366	439.800001	0.636109	0.010314	77.0
731	0.030452	440.800001	0.634731	0.007422	78.3
732	0.028927	440.000001	0.635833	0.006726	74.3
733	0.027596	439.200001	0.636938	0.007962	76.4
734	0.029993	438.400001	0.638047	0.010780	75.8
735	0.028233	439.400001	0.636661	0.010519	83.8
736	0.027215	440.400001	0.635281	0.011791	74.5
737	0.028969	441.400001	0.633907	0.010852	77.3
738	0.029674	442.400001	0.632540	0.010928	76.5
739	0.028296	443.400001	0.631177	0.010875	74.4
740	0.026652	444.400001	0.629821	0.011423	76.6
741	0.028769	445.400001	0.628471	0.011454	78.6
742	0.029357	446.400001	0.627126	0.011441	78.7
743	0.028874	447.400001	0.625787	0.011460	73.1
744	0.029045	448.400001	0.624454	0.011967	73.0
745	0.030541	449.400001	0.623127	0.014349	79.0
746	0.027733	450.400001	0.621805	0.007948	71.5
747	0.026888	451.400001	0.620489	0.009786	71.5
748	0.028701	450.600001	0.621541	0.019735	75.1
749	0.026213	451.600001	0.620226	0.010380	75.1
750	0.027215	452.600001	0.618916	0.006311	77.5
751	0.028421	451.800001	0.619964	0.006461	74.0
752	0.030221	451.000001	0.621014	0.009037	72.9
753	0.028294	450.200001	0.622069	0.025003	74.2
754	0.028511	451.200001	0.620751	0.011330	72.2
755	0.030402	452.200001	0.619440	0.006513	76.1
756	0.029497	451.400001	0.620489	0.006807	74.3
757	0.029392	450.600001	0.621541	0.007831	76.9
758	0.029045	449.800001	0.622597	0.011453	76.0
759	0.028195	450.800001	0.621278	0.010460	75.5
760	0.028612	451.800001	0.619964	0.012354	74.3
761	0.030447	452.800001	0.618655	0.010387	72.7
762	0.026583	453.800001	0.617352	0.005414	73.9
763	0.026397	453.000001	0.618394	0.013650	76.2
764	0.025251	454.000001	0.617092	0.010918	75.3
765	0.027543	455.000001	0.615796	0.010674	75.5
766	0.027243	456.000001	0.614505	0.011090	72.6
767	0.028204	457.000001	0.613219	0.011051	75.5
768	0.028340	458.000001	0.611939	0.010329	74.8
769	0.028861	459.000001	0.610664	0.010462	76.4
770	0.028470	460.000001	0.609395	0.010483	74.0
771	0.029462	461.000001	0.608130	0.012924	76.5
772	0.027484	462.000001	0.606871	0.011481	73.1
773	0.029928	463.000001	0.605617	0.010472	79.2
774	0.026228	464.000001	0.604369	0.012588	71.3
775	0.026797	465.000001	0.603125	0.010087	72.7
776	0.029696	466.000001	0.601887	0.007348	73.6
777	0.025228	465.200001	0.602877	0.025319	78.4
778	0.028581	466.200001	0.601640	0.010136	74.7
779	0.026895	467.200001	0.600407	0.007067	75.6
780	0.027684	466.400001	0.601393	0.006127	75.5
781	0.024959	465.600001	0.602381	0.007751	77.1
782	0.023650	464.800001	0.603373	0.011946	75.4
783	0.030448	465.800001	0.602134	0.010740	73.1
784	0.028252	466.800001	0.600900	0.012059	74.2
785	0.027285	467.800001	0.599670	0.013694	70.9
786	0.028876	468.800001	0.598446	0.006225	74.7
787	0.029378	469.800001	0.597227	0.009058	74.2
788	0.028706	469.000001	0.598202	0.024742	76.7
789	0.029367	470.000001	0.596983	0.010868	75.2
790	0.029000	471.000001	0.595770	0.007080	70.6
791	0.028264	470.200001	0.596740	0.007354	76.2
792	0.027339	469.400001	0.597714	0.008558	74.2
793	0.028689	468.600001	0.598690	0.011855	84.5
794	0.026446	469.600001	0.597470	0.010522	74.4
795	0.024996	470.600001	0.596255	0.011505	76.0
796	0.030204	471.600001	0.595044	0.010843	73.9
797	0.029375	472.600001	0.593839	0.008912	75.4
798	0.027388	473.600001	0.592638	0.017027	74.2
799	0.025353	474.600001	0.591442	0.011852	75.6
800	0.030167	475.600001	0.590251	0.009315	75.1
801	0.029144	476.600001	0.589065	0.010463	73.5
802	0.027309	477.600001	0.587884	0.011506	73.5
803	0.027677	478.600001	0.586707	0.011456	74.2
804	0.027517	479.600001	0.585535	0.010408	74.8
805	0.029030	480.600001	0.584368	0.009835	75.7
806	0.024642	481.600001	0.583205	0.010326	73.5
807	0.025737	482.600001	0.582047	0.011326	73.7
808	0.028337	483.600001	0.580893	0.009997	79.4
809	0.026748	484.600001	0.579744	0.009603	75.7
810	0.028074	485.600001	0.578600	0.010667	72.9
811	0.027478	486.600001	0.577460	0.010853	74.8
812	0.027387	487.600001	0.576325	0.008934	75.2
813	0.025860	488.600001	0.575194	0.006356	73.4
814	0.026088	489.600001	0.574067	0.012399	77.7
815	0.029177	490.600001	0.572945	0.017652	76.8
816	0.025277	491.600001	0.571828	0.008691	74.8
817	0.026070	492.600001	0.570714	0.008580	72.2
818	0.023781	491.800001	0.571605	0.006347	73.9
819	0.029062	491.000001	0.572498	0.012086	74.1
820	0.025988	492.000001	0.571382	0.008415	72.6
821	0.024907	493.000001	0.570270	0.006568	75.9
822	0.026689	492.200001	0.571159	0.014197	73.8
823	0.023473	493.200001	0.570048	0.008867	75.1
824	0.024157	494.200001	0.568942	0.009414	76.6
825	0.025332	493.400001	0.569827	0.018064	72.8
826	0.024196	494.400001	0.568721	0.007703	76.2
827	0.023801	495.400001	0.567620	0.009925	77.3
828	0.021432	494.600001	0.568500	0.012258	73.4
829	0.024791	495.600001	0.567400	0.008009	75.4
830	0.025138	496.600001	0.566304	0.006149	70.1
831	0.021262	495.800001	0.567180	0.010351	73.8
832	0.023570	496.800001	0.566085	0.008893	76.0
833	0.025889	497.800001	0.564994	0.005523	75.3
834	0.023855	498.800001	0.563907	0.007606	76.2
835	0.024842	499.800001	0.562824	0.011996	73.3
836	0.023882	500.800001	0.561746	0.007981	69.6
837	0.026092	501.800001	0.560671	0.004254	72.4
838	0.025839	501.000001	0.561530	0.007729	77.5
839	0.027988	502.000001	0.560457	0.011677	75.9
840	0.022854	503.000001	0.559387	0.012959	76.6
841	0.022493	504.000001	0.558322	0.010365	73.8
842	0.023977	505.000001	0.557260	0.010669	76.8
843	0.026450	506.000001	0.556203	0.010042	75.9
844	0.023142	507.000001	0.555149	0.008397	76.5
845	0.025565	508.000001	0.554100	0.011172	77.0
846	0.024028	509.000001	0.553054	0.011990	72.9
847	0.024577	510.000001	0.552013	0.010040	74.9
848	0.023830	511.000001	0.550975	0.009957	74.9
849	0.026268	512.000001	0.549941	0.011022	72.5
850	0.026291	513.000001	0.548912	0.011851	77.4
851	0.022638	514.000001	0.547886	0.011658	71.7
852	0.022519	515.000001	0.546863	0.011534	74.8
853	0.025531	516.000001	0.545845	0.010179	72.9
854	0.023771	517.000001	0.544831	0.009102	72.7
855	0.024495	518.000001	0.543820	0.010818	74.1
856	0.024058	519.000001	0.542813	0.012099	72.7
857	0.024857	520.000001	0.541809	0.009797	68.5
858	0.026484	521.000001	0.540810	0.007973	74.5
859	0.026471	522.000001	0.539814	0.007815	69.8
860	0.024139	523.000001	0.538821	0.008115	77.2
861	0.026546	524.000001	0.537833	0.010928	73.9
862	0.025863	525.000001	0.536848	0.011179	73.0
863	0.026073	526.000001	0.535866	0.009307	63.2
864	0.024863	527.000001	0.534888	0.009507	68.2
865	0.024949	528.000001	0.533914	0.008659	71.4
866	0.024117	529.000001	0.532943	0.006764	72.9
867	0.024410	530.000001	0.531976	0.005963	70.2
868	0.022098	531.000001	0.531012	0.006173	75.7
869	0.028374	532.000001	0.530052	0.006319	71.4
870	0.024241	533.000001	0.529095	0.004953	72.1
871	0.024065	532.200001	0.529860	0.004305	71.4
872	0.025966	531.400001	0.530628	0.006399	74.4
873	0.025075	530.600001	0.531397	0.008125	73.0
874	0.025827	531.600001	0.530436	0.007955	76.5
875	0.022544	532.600001	0.529478	0.008313	73.6
876	0.023122	533.600001	0.528523	0.010047	77.3
877	0.023090	534.600001	0.527572	0.011061	72.5
878	0.024669	535.600001	0.526624	0.011581	73.8
879	0.025557	536.600001	0.525679	0.009862	77.0
880	0.024560	537.600001	0.524738	0.008862	77.1
881	0.022974	538.600001	0.523801	0.008647	73.7
882	0.025468	539.600001	0.522866	0.008114	73.9
883	0.026980	540.600001	0.521935	0.008604	71.2
884	0.023389	541.600001	0.521007	0.007478	74.3
885	0.024750	542.600001	0.520083	0.006435	81.8
886	0.025085	543.600001	0.519162	0.004978	72.5
887	0.023922	544.600001	0.518244	0.004585	72.0
888	0.023787	543.800001	0.518978	0.004656	74.5
889	0.024372	543.000001	0.519714	0.004531	77.3
890	0.024598	542.200001	0.520452	0.006492	75.9
891	0.021671	541.400001	0.521193	0.008695	72.2
892	0.023441	542.400001	0.520268	0.009603	76.0
893	0.021647	543.400001	0.519346	0.008237	72.2
894	0.022400	544.400001	0.518427	0.008438	71.7
895	0.025514	545.400001	0.517512	0.008309	73.4
896	0.023336	546.400001	0.516600	0.007963	74.1
897	0.024180	547.400001	0.515691	0.008729	75.5
898	0.026055	548.400001	0.514785	0.008705	72.3
899	0.027034	549.400001	0.513883	0.008581	81.1
900	0.025425	550.400001	0.512984	0.007559	72.5
901	0.021030	551.400001	0.512087	0.006119	77.5
902	0.024742	552.400001	0.511194	0.005157	70.4
903	0.029483	551.600001	0.511909	0.004768	76.6
904	0.027140	550.800001	0.512625	0.005454	72.9
905	0.025486	550.000001	0.513343	0.006540	76.3
906	0.025290	551.000001	0.512445	0.008319	69.2
907	0.024596	552.000001	0.511551	0.008782	73.0
908	0.024288	553.000001	0.510660	0.008667	71.3
909	0.026736	554.000001	0.509772	0.008973	72.1
910	0.023899	555.000001	0.508887	0.008794	72.7
911	0.022335	556.000001	0.508005	0.008114	74.6
912	0.024299	557.000001	0.507126	0.008095	73.1
913	0.028568	558.000001	0.506250	0.008264	79.5
914	0.025734	559.000001	0.505377	0.007944	73.5
915	0.023248	560.000001	0.504507	0.007687	78.0
916	0.029173	561.000001	0.503641	0.007611	80.7
917	0.023398	562.000001	0.502777	0.007919	71.8
918	0.023800	563.000001	0.501916	0.008026	72.8
919	0.023890	564.000001	0.501058	0.007330	74.1
920	0.023665	565.000001	0.500203	0.006919	80.4
921	0.023653	566.000001	0.499351	0.006090	77.9
922	0.021089	567.000001	0.498501	0.006423	74.4
923	0.025008	568.000001	0.497655	0.007960	79.9
924	0.028260	569.000001	0.496812	0.007789	73.0
925	0.023699	570.000001	0.495971	0.006168	72.6
926	0.024196	571.000001	0.495133	0.006316	77.7
927	0.024585	572.000001	0.494298	0.008467	71.6
928	0.024665	573.000001	0.493466	0.008608	74.3
929	0.025960	574.000001	0.492637	0.008544	75.5
930	0.024175	575.000001	0.491810	0.008877	79.0
931	0.025757	576.000001	0.490986	0.008395	75.5
932	0.025419	577.000001	0.490165	0.007547	73.3
933	0.025170	578.000001	0.489347	0.008151	71.6
934	0.026465	579.000001	0.488531	0.007894	72.2
935	0.025400	580.000001	0.487718	0.005753	75.9
936	0.023268	581.000001	0.486908	0.004259	72.7
937	0.024796	580.200001	0.487556	0.004145	72.2
938	0.024885	579.400001	0.488206	0.005749	70.9
939	0.022237	578.600001	0.488857	0.006013	80.8
940	0.025124	579.600001	0.488043	0.005937	76.2
941	0.022487	580.600001	0.487232	0.006379	77.0
942	0.024769	581.600001	0.486424	0.004801	73.5
943	0.021728	580.800001	0.487070	0.003932	74.0
944	0.023219	580.000001	0.487718	0.004939	75.4
945	0.027096	579.200001	0.488369	0.005834	75.7
946	0.026742	578.400001	0.489020	0.006613	74.1
947	0.023569	579.400001	0.488206	0.004704	78.0
948	0.021045	578.600001	0.488857	0.003968	73.7
949	0.024179	577.800001	0.489510	0.005348	71.9
950	0.025429	577.000001	0.490165	0.004440	75.0
951	0.023046	576.200001	0.490822	0.003937	76.5
952	0.024946	575.400001	0.491480	0.004375	75.1
953	0.023961	574.600001	0.492140	0.005781	77.0
954	0.025132	573.800001	0.492802	0.006493	76.8
955	0.023036	574.800001	0.491975	0.006031	76.1
956	0.022692	575.800001	0.491151	0.005803	73.2
957	0.023119	576.800001	0.490329	0.005284	74.9
958	0.022330	576.000001	0.490986	0.004753	75.0
959	0.027134	575.200001	0.491645	0.003955	78.4
960	0.023290	574.400001	0.492306	0.003664	73.9
961	0.023848	573.600001	0.492968	0.004043	77.5
962	0.025493	572.800001	0.493632	0.003849	74.7
963	0.025159	572.000001	0.494298	0.004077	78.9
964	0.023910	571.200001	0.494966	0.004995	71.4
965	0.025256	570.400001	0.495635	0.005707	75.5
966	0.024082	569.600001	0.496307	0.005894	72.9
967	0.022079	570.600001	0.495468	0.005726	72.4
968	0.019188	571.600001	0.494632	0.006031	73.8
969	0.024300	572.600001	0.493799	0.004491	73.3
970	0.020664	571.800001	0.494465	0.003954	70.6
971	0.023057	571.000001	0.495133	0.005166	80.6
972	0.023666	570.200001	0.495803	0.006025	72.9
973	0.023873	569.400001	0.496475	0.005757	73.6
974	0.024282	570.400001	0.495635	0.006972	80.4
975	0.024070	571.400001	0.494799	0.007656	73.3
976	0.025804	572.400001	0.493965	0.008058	75.4
977	0.024102	573.400001	0.493134	0.008445	71.9
978	0.023559	574.400001	0.492306	0.008081	73.6
979	0.022174	575.400001	0.491480	0.006359	76.6
980	0.023479	576.400001	0.490658	0.005176	75.2
981	0.023665	575.600001	0.491315	0.004581	72.3
982	0.024993	574.800001	0.491975	0.004588	75.2
983	0.025838	574.000001	0.492637	0.004574	75.1
984	0.026025	573.200001	0.493300	0.005529	76.2
985	0.025476	572.400001	0.493965	0.005742	74.6
986	0.024931	573.400001	0.493134	0.004764	72.4
987	0.026408	572.600001	0.493799	0.004394	73.5
988	0.023617	571.800001	0.494465	0.006475	74.6
989	0.021857	571.000001	0.495133	0.008538	76.1
990	0.023978	572.000001	0.494298	0.007688	75.6
991	0.025297	573.000001	0.493466	0.005650	74.7
992	0.024140	574.000001	0.492637	0.005819	76.5
993	0.024022	575.000001	0.491810	0.007206	71.6
994	0.026465	576.000001	0.490986	0.007713	74.7
995	0.022868	577.000001	0.490165	0.008310	70.9
996	0.024044	578.000001	0.489347	0.007603	74.0
997	0.024251	579.000001	0.488531	0.006273	75.2
998	0.025192	580.000001	0.487718	0.005240	73.6
999	0.025384	581.000001	0.486908	0.005257	77.3
